λ	μ	αλ	αμ	σλ	σμ	ψ1	ψ2	ω1	ω2	tree_length	n_extinct
1.0776936430862005	0.30300622776594144	-0.022343642260460355	-0.022564970224804918	0.5112039836918935	0.40115785768316564	1.5726185291970705	2.278967483559053	17.125496816523295	5.595045820624987	5.555000000000003	2
