λ	μ	αλ	αμ	σλ	σμ	ψ1	ψ2	ω1	ω2	tree_length	n_extinct
1.093416915100093	0.09474109751152755	-0.047229141856718754	-0.10908486022354616	0.31983228164310806	0.42696250228755156	1.8704263250077011	2.3941885756026	1.7616180123765108	21.79091570573941	4.243000000000003	0
