λ	μ	αλ	αμ	σλ	σμ	ψ1	ψ2	ω1	ω2	tree_length	n_extinct
3.841893471277697	2.2328755625356367	-0.07478476803272538	0.014754099374921706	0.3755903481528606	0.23519957223270496	7.49143755025619	1.6476184364084003	9.958175481198365	21.9725628402718	5.730000000000003	12
