λ	μ	αλ	αμ	σλ	σμ	ψ1	ψ2	ω1	ω2	tree_length	n_extinct
4.801193347776908	0.1949772090173151	-0.02043312492911371	-0.13640697948809133	0.25673573452230203	0.29238025075956997	1.7684888579490337	1.5722196053150679	9.4612798592025	12.953826043000907	56.309000000000005	6
