λ	μ	αλ	αμ	σλ	σμ	ψ1	ψ2	ω1	ω2	tree_length	n_extinct
1.0714433808605708	0.3414603700298637	-0.17561841692732222	-0.0295245773516652	0.3017426667846796	0.4363490401638916	2.207020548580935	1.4776739041389177	10.010628998118756	20.418345175370142	5.196000000000003	1
