λ	μ	αλ	αμ	σλ	σμ	ψ1	ψ2	ω1	ω2	tree_length	n_extinct
0.5063524549968703	0.3533041847626036	-0.026890449236706943	-0.01828314080455929	0.3079891029080097	0.3717898526995595	1.5962847677852223	2.280854350528977	25.150920536193567	10.432351706829209	2.952000000000002	1
