λ	μ	αλ	αμ	σλ	σμ	ψ1	ψ2	ω1	ω2	tree_length	n_extinct
4.215025083513145	0.5926984277620763	-0.2656718334962051	-0.011438353621563245	0.33360099424689504	0.27478206944356753	0.5528553780038633	1.8919153617630136	11.733137471923136	23.115968082248422	9.026000000000003	7
