λ	μ	αλ	αμ	σλ	σμ	ψ1	ψ2	ω1	ω2	tree_length	n_extinct
0.4712681704985388	1.6388947715306377	-0.04283714890627913	0.14785289317356834	0.24295863783475938	0.37099722034219057	1.4796960160988446	1.98366253437943	2.1047159353307126	7.627627454893424	2.2340000000000013	2
