λ	μ	αλ	αμ	σλ	σμ	ψ1	ψ2	ω1	ω2	tree_length	n_extinct
2.323895057306225	0.81010427281484	0.008433984942175333	0.08858513903110068	0.20873340337161728	0.2927902102810382	0.9030388248883513	4.630949564304122	11.517164350434333	4.954861621090369	6.663000000000002	7
