λ	μ	αλ	αμ	σλ	σμ	ψ1	ψ2	ω1	ω2	tree_length	n_extinct
2.2872377535831325	0.36501133733856406	-0.10253313922068014	-0.1425678360776724	0.27492683730783507	0.21221567131199662	1.060320280186315	2.754372632727597	16.319267329704733	8.93169413155842	10.004000000000005	0
