λ	μ	αλ	αμ	σλ	σμ	ψ1	ψ2	ω1	ω2	tree_length	n_extinct
3.8881231576927755	1.1558275149964243	-0.13232271560831646	0.16341361437276858	0.3348766483769861	0.2649834893703932	1.6159986140196783	5.160344117266659	16.292453457557166	6.388387084824857	10.986000000000002	10
