λ	μ	αλ	αμ	σλ	σμ	ψ1	ψ2	ω1	ω2	tree_length	n_extinct
1.9462467421325997	0.14204265948146422	-0.008252455081873143	-0.07627633090715814	0.19682679872931377	0.2911522548135728	0.32724948252622305	5.791475889985921	7.249562896603448	2.5714080133036963	2.3590000000000013	0
