λ	μ	αλ	αμ	σλ	σμ	ψ1	ψ2	ω1	ω2	tree_length	n_extinct
1.1448749755986387	0.6147954611024932	0.051038676670354194	-0.04191029241701713	0.5180958555883758	0.32027908384599585	0.8779587825961834	1.1621002319682951	12.606396151769342	11.268964286628444	2.828000000000002	2
