λ	μ	αλ	αμ	σλ	σμ	ψ1	ψ2	ω1	ω2	tree_length	n_extinct
1.4670822495063667	1.7360416282394526	0.06777440053015742	-0.034036730436793367	0.38439633786769783	0.2808739843571617	1.908367809683602	1.7007510563431942	1.9811188862544844	3.5839899135861124	2.4760000000000018	2
