λ	μ	ψ1	ψ2	ω1	ω2	tree_length	n_extinct
0.3130550165229108	0.35830126417628416	0.012681205691467527	0.8545493137931225	1.1730185385680698	0.04072595004019928	2.1077347719636275	0
