λ	μ	αλ	αμ	σλ	σμ	ψ1	ψ2	ω1	ω2	tree_length	n_extinct
1.8402439579061998	0.37468748915736066	0.13713534888278334	0.07792558120490206	0.2179686006048446	0.2607337636621813	1.1413412838897032	1.320713752935227	5.060856709352603	19.19895004353764	2.5550000000000015	0
