λ	μ	αλ	αμ	σλ	σμ	ψ1	ψ2	ω1	ω2	tree_length	n_extinct
2.5187329227950475	1.1592967808374874	-0.09089423888258188	-0.08354579075652237	0.26446486944331243	0.32689445451306753	1.786361591733695	1.0885908281957377	15.029828005512416	2.971616563869418	19.30900000000001	17
