λ	μ	αλ	αμ	σλ	σμ	ψ1	ψ2	ω1	ω2	tree_length	n_extinct
0.6090949621886392	1.3747009233941643	-0.04131615769518851	0.0754583774223257	0.3004939571314582	0.3602398491940794	2.1189046288476616	2.2148238162780074	3.6230578471472565	3.0970747513367844	2.947000000000002	0
