λ	μ	ψ1	ψ2	ω1	ω2	tree_length	n_extinct
0.1466759427370153	0.5366178330386758	1.0291760050155427	1.4720027358779475	1.8227312912402929	1.5786043778451901	2.1113673811964437	0
